COUNTRY,CITY,
CROATIA,OSIJEK, 
CROATIA,PLOCE, 
CROATIA,PULA, 
CROATIA,RASA, 
CROATIA,RIJEKA, 
CROATIA,RIJEKA SUSAK, 
CROATIA,ROVINJ, 
CROATIA,SENJ, 
CROATIA,SIBENIK, 
CROATIA,SPLIT, 
CROATIA,SUCURAC, 
CROATIA,SVETI KAJO, 
CROATIA,VRANJIC, 
CROATIA,ZADAR, 
CROATIA,ZAGREB, 
CUBA,ANTILLA, 
CUBA,BAHIA HONDA, 
CUBA,BANES, 
CUBA,BARACOA, 
CUBA,BAYAMO, 
CUBA,BOCA GRANDE, 
CUBA,BOQUERON, 
CUBA,BUFADERO, 
CUBA,CABANAS, 
CUBA,CAIBARIEN, 
CUBA,CAMAGUEY, 
CUBA,CARDENAS, 
CUBA,CASILDA, 
CUBA,CAYO COCO, 
CUBA,CAYO LARGO DEL SUR, 
CUBA,CEIBA HUECA, 
CUBA,CIEGO DE AVILA, 
CUBA,CIENFUEGOS, 
CUBA,COLON, 
CUBA,GUANTANAMO, 
CUBA,GUANTANAMO BAY, 
CUBA,GUANTANAMO/GUANTANAMO NAS, 
CUBA,GUAYABAL, 
CUBA,HAVANA, 
CUBA,HOLGUIN, 
CUBA,ISABELA DE SAGUA, 
CUBA,JUCARO, 
CUBA,LA COLOMA, 
CUBA,LAS TUNAS, 
CUBA,MANATI, 
CUBA,MANZANILLO, 
CUBA,MARIEL, 
CUBA,MATANZAS, 
CUBA,MAYAJIGUA, 
CUBA,MEDIA LUNA, 
CUBA,MOA, 
CUBA,NICARO, 
CUBA,NIQUERO, 
CUBA,NUEVA GERONA, 
CUBA,NUEVITAS, 
CUBA,PASTELILLO, 
CUBA,PILON, 
CUBA,PRESTON, 
CUBA,PUERTO PADRE, 
CUBA,PUERTO TARAFA, 
CUBA,PUNTA ALEGRE, 
CUBA,PUNTA DE MAISI, 
CUBA,SAGUA DE TANAMO, 
CUBA,SAN JULIAN, 
CUBA,SANCTI SPIRITUS, 
CUBA,SANTA CLARA, 
CUBA,SANTA CRUZ DEL SUR, 
CUBA,SANTIAGO, 
CUBA,SIGUANEA, 
CUBA,TRINIDAD, 
CUBA,VARADERO, 
CURACAO,BARCADERA, 
CURACAO,BULLEN BAY, 
CURACAO,"CARACASBAII, CURAÇAO", 
CURACAO,CURACAO, 
CURACAO,"FUIKBAAI, CURAÇAO", 
CURACAO,"GUSTAVIA, ST BARTELEMY", 
CURACAO,"KRALENDIJK, BONAIRE", 
CURACAO,MARIGOT, 
CURACAO,PHILIPSBURG, 
CURACAO,"RINCON, BONAIRE", 
CURACAO,ST MICHIELS BAY, 
CURACAO,"WILLEMSTAD, CURAÇAO", 
CYPRUS,AKROTIRI, 
CYPRUS,EPISKOPI, 
CYPRUS,ERCAN, 
CYPRUS,FAMAGUSTA, 
CYPRUS,GECITKALE, 
CYPRUS,KARAVOSTASSI, 
CYPRUS,KYRENIA, 
CYPRUS,LARNACA, 
CYPRUS,LATCHI, 
CYPRUS,LIMASSOL, 
CYPRUS,MORPHOU BAY, 
CYPRUS,NICOSIA, 
CYPRUS,PAPHOS, 
CYPRUS,VASSILIKO, 
CYPRUS,ZEROS, 
CYPRUS,ZYYI, 
CZECH REPUBLIC,AS, 
CZECH REPUBLIC,BOHUMIN, 
CZECH REPUBLIC,BRNO, 
CZECH REPUBLIC,CESKE VELENICE, 
CZECH REPUBLIC,CESKY TESIN, 
CZECH REPUBLIC,CHOCEN , 
CZECH REPUBLIC,DECIN, 
CZECH REPUBLIC,KARLOVY VARY, 
CZECH REPUBLIC,KRNOV, 
CZECH REPUBLIC,LANZHOT, 
CZECH REPUBLIC,MARIANSKE LAZNE, 
CZECH REPUBLIC,MEZIMESTI, 
CZECH REPUBLIC,MIKULOVICE, 
CZECH REPUBLIC,MOSTY U JABLUNKOVA, 
CZECH REPUBLIC,OLOMOUC, 
CZECH REPUBLIC,OSTRAVA, 
CZECH REPUBLIC,PARDUBICE, 
CZECH REPUBLIC,PRAGUE, 
CZECH REPUBLIC,PREROV, 
CZECH REPUBLIC,SUDOMERICE, 
CZECH REPUBLIC,UHERSKE HRADISTE, 
CZECH REPUBLIC,USTI NAD LABEM, 
CZECH REPUBLIC,VARNSDORF, 
CZECH REPUBLIC,VOJTANOV, 
CZECH REPUBLIC,ZABREH, 
CZECH REPUBLIC,ZLIN, 
CZECH REPUBLIC,ZLIN, 
DENMARK,AABENRAA, 
DENMARK,AALBORG, 
DENMARK,AALBORG PORTLAND CEMENTFABRIKK, 
DENMARK,AARHUS, 
DENMARK,AARHUS LIMO, 
DENMARK,AARO, 
DENMARK,AARØSUND, 
DENMARK,ÆRØSKØBING, 
DENMARK,AGERSØ, 
DENMARK,AGGER HAVN, 
DENMARK,AGGERSUND, 
DENMARK,ALLINGE, 
DENMARK,ANHOLT, 
DENMARK,ASKØ, 
DENMARK,ASNÆSVÆRKETS HAVN, 
DENMARK,ASSENS, 
DENMARK,AUGUSTENBORG, 
DENMARK,AVEDØREVÆRKETS HAVN, 
DENMARK,AVERNAKO, 
DENMARK,BAAGØ, 
DENMARK,BAGENKOP, 
DENMARK,BALLEBRO, 
DENMARK,BANDHOLM, 
DENMARK,BILLUND, 
DENMARK,BOGENSE, 
DENMARK,BOGØ, 
DENMARK,BØJDEN, 
DENMARK,BRABRAND, 
DENMARK,BRANDEN HAVN, 
DENMARK,CEMENTFABRIKEN DANIA, 
DENMARK,CEMENTFABRIKKEN KONGSDAL HAVN, 
DENMARK,COPENHAGEN, 
DENMARK,COPENHAGEN/ROSKILDE AIRPORT, 
DENMARK,DANSK SALTS HAVN, 
DENMARK,DRAGØR, 
DENMARK,EBELTOFT, 
DENMARK,EGENSE, 
DENMARK,EGERNSUND, 
DENMARK,ENDELAVE, 
DENMARK,ENSTEDVÆRKETS HAVN, 
DENMARK,ESBJERG, 
DENMARK,FAABORG, 
DENMARK,FAKSE LADEPLADS HAVN, 
DENMARK,FEGGESUND, 
DENMARK,FEJØ, 
DENMARK,FEMØ, 
DENMARK,FREDERICIA, 
DENMARK,FREDERIKSHAVN, 
DENMARK,FREDERIKSUND, 
DENMARK,FREDERIKSVÆRK, 
DENMARK,FUR, 
DENMARK,FYNSHAVN, 
DENMARK,GEDSER, 
DENMARK,GLYNGØRE, 
DENMARK,GRÅSTEN, 
DENMARK,GRENAA, 
DENMARK,GUDHJEM, 
DENMARK,GULFHAVN, 
DENMARK,HADERSLEV, 
DENMARK,HADSUND, 
DENMARK,HALS, 
DENMARK,HANSTHOLM, 
DENMARK,HARDESHØJ, 
DENMARK,HASLE, 
DENMARK,HAVNEBY, 
DENMARK,HAVNSØ, 
DENMARK,HERNING, 
DENMARK,HIRTSHALS, 
DENMARK,HOBRO, 
DENMARK,HOLBÆK, 
DENMARK,HOLSTEBRO, 
DENMARK,HORSENS, 
DENMARK,HOU HAVN, 
DENMARK,HUNDESTED, 
DENMARK,HVALPSUND, 
DENMARK,JUELSMINDE HAVN, 
DENMARK,KALUNDBORG, 
DENMARK,KARUP, 
DENMARK,KASTRUP, 
DENMARK,KERTEMINDE, 
DENMARK,KØGE, 
DENMARK,KOLBY KAS HAVN, 
DENMARK,KOLDING, 
DENMARK,KORSØR, 
DENMARK,KRAGENÆS, 
DENMARK,KVÆRNDRUP, 
DENMARK,KYNDBYVAERKETS HAVN, 
DENMARK,LAESO ISLAND, 
DENMARK,LEMVIG, 
DENMARK,LINDØ HAVN, 
DENMARK,LØGSTØR, 
DENMARK,LOHALS, 
DENMARK,LYNGS ODDE HAVN, 
DENMARK,MARBÆK HAVN, 
DENMARK,MARIAGER, 
DENMARK,MARIBO, 
DENMARK,MARSTAL, 
DENMARK,MASNEDØ, 
DENMARK,MASNEDSUND, 
DENMARK,MASNEDSUND GØDNINGSHAMN, 
DENMARK,MIDDELFART, 
DENMARK,MOMMARK, 
DENMARK,NÆSSUND, 
DENMARK,NÆSTVED, 
DENMARK,NAKSKOV, 
DENMARK,NEKSØ, 
DENMARK,NORDBORG, 
DENMARK,"NORDBY HAVN, FANØ", 
DENMARK,NORJYLLANDSVARKETS HAVN, 
DENMARK,NØRRE AABY, 
DENMARK,NØRRE SNEDE, 
DENMARK,NØRRESUNDBY, 
DENMARK,NYBORG, 
DENMARK,NYKØBING FALSTER, 
DENMARK,NYKØBING MORS, 
DENMARK,NYKÖBING SJÆLLAND, 
DENMARK,NYSTED, 
DENMARK,ODENSE, 
DENMARK,OMØ, 
DENMARK,"OREHOVED, FALSTER", 
DENMARK,ORØ, 
DENMARK,RANDERS, 
DENMARK,RØDBY (FÆGEHAVN), 
DENMARK,RØDBYHAVN, 
DENMARK,RONNE, 
DENMARK,RØRVIG, 
DENMARK,RUDKØBING, 
DENMARK,SÆBY, 
DENMARK,SÆLVIG HAVN, 
DENMARK,SAKSKØBING, 
DENMARK,SANDVIG, 
DENMARK,SEJERØ, 
DENMARK,SILKEBORG, 
DENMARK,SINDAL, 
DENMARK,SKÆLSKØR, 
DENMARK,SKAGEN, 
DENMARK,SKARØ/DREJØ, 
DENMARK,SKIVE, 
DENMARK,SKIVE, 
DENMARK,SNEKKERSTEN, 
DENMARK,SØBY HAVN, 
DENMARK,SONDERBORG, 
DENMARK,SONDERBORG, 
DENMARK,SPODSBJERG HAVN, 
DENMARK,STÅLVALSEVÆRKET, 
DENMARK,STATOIL-HAVNEN, 
DENMARK,STAUNING, 
DENMARK,STEGE, 
DENMARK,STIGNÆSVÆRKETS HAVN, 
DENMARK,STIGSNÆS, 
DENMARK,STRIB HAVN, 
DENMARK,STRUER, 
DENMARK,STRYNØ, 
DENMARK,STUBBEKØBING HAVN, 
DENMARK,STUDSTRUPVÆRKETS HAVN, 
DENMARK,SUNDSØRE, 
DENMARK,SVANEKE, 
DENMARK,SVENDBORG, 
DENMARK,TÅRS, 
DENMARK,THISTED, 
DENMARK,TUBORG, 
DENMARK,TUNØ, 
DENMARK,TYBORØN, 
DENMARK,VANG HAVN, 
DENMARK,VEJLE, 
DENMARK,VENØ HAVN, 
DENMARK,"VESTERØ HAVN, LÆSØ", 
DENMARK,VOJENS, 
DENMARK,VORDINGBORG, 
DESC_LONG,PLACE_LOCATION_NAME, 
DJIBOUTI,ALISABIEH, 
DJIBOUTI,DJIBOUTI, 
DJIBOUTI,MUSHA, 
DJIBOUTI,OBOCK, 
DJIBOUTI,TADJOURA, 
DOMINICA,ANSE DE MAI, 
DOMINICA,DOMINICA, 
DOMINICA,DOMINICA/CANE FIELD, 
DOMINICA,PORTSMOUTH, 
DOMINICA,ROSEAU, 
DOMINICAN REPUBLIC,BANI, 
DOMINICAN REPUBLIC,BARAHONA, 
DOMINICAN REPUBLIC,BOCA CHICA, 
DOMINICAN REPUBLIC,CABO ROJO, 
DOMINICAN REPUBLIC,CAUCEDO, 
DOMINICAN REPUBLIC,CIUDAD TRUJILLO, 
DOMINICAN REPUBLIC,CONSTANZA, 
DOMINICAN REPUBLIC,EL PORTILLO/SAMANA, 
DOMINICAN REPUBLIC,LA ROMANA, 
DOMINICAN REPUBLIC,MANZANILLO, 
DOMINICAN REPUBLIC,PALENQUE, 
DOMINICAN REPUBLIC,PEDERNALES, 
DOMINICAN REPUBLIC,PUERTO LIBERTADOR, 
DOMINICAN REPUBLIC,PUERTO PLATA, 
DOMINICAN REPUBLIC,PUERTO VIEJO DE AZUA, 
DOMINICAN REPUBLIC,PUNTA CANA, 
DOMINICAN REPUBLIC,RIO HAINA, 
DOMINICAN REPUBLIC,SABANA DE MAR, 
DOMINICAN REPUBLIC,SAN JUAN, 
DOMINICAN REPUBLIC,SAN PEDRO DE MACORIS, 
DOMINICAN REPUBLIC,SANCHEZ, 
DOMINICAN REPUBLIC,SANTIAGO, 
DOMINICAN REPUBLIC,SANTO DOMINGO, 
DOMINICAN REPUBLIC,SANTO DOMINGO/HERRERA, 
DOMINICAN REPUBLIC,SI FRANCISCO MACOROS, 
EAST TIMOR,DILI, 
ECUADOR,AMBATO, 
ECUADOR,BAHIA DE CARAQUEZ, 
ECUADOR,BALAO, 
ECUADOR,CALETA TAGUS, 
ECUADOR,COCA, 
ECUADOR,CUENCA, 
ECUADOR,DURAN, 
ECUADOR,ESMERALDAS, 
ECUADOR,GALAPAGOS ISLANDS, 
ECUADOR,GUAYAQUIL, 
ECUADOR,JIPIJAPA, 
ECUADOR,LA CATUNGA , 
ECUADOR,LA LIBERTAD, 
ECUADOR,LAGO AGRIO, 
ECUADOR,LOJA, 
ECUADOR,MACARA, 
ECUADOR,MACAS, 
ECUADOR,MACHALA, 
ECUADOR,MANTA, 
ECUADOR,MENDEZ, 
ECUADOR,PASTAZA, 
ECUADOR,PORTOVIEJO, 
ECUADOR,"PUERTO AYORA, ISLA SANTA CRUZ", 
ECUADOR,"PUERTO BAQUERIZO MORENO, SNC", 
ECUADOR,PUERTO BOLIVAR, 
ECUADOR,"PUERTO VILLAMIL, ISLA ISABELA", 
ECUADOR,PUNA, 
ECUADOR,PUTUMAYO, 
ECUADOR,QUITO, 
ECUADOR,SALINAS, 
ECUADOR,SAN CRISTOBAL, 
ECUADOR,SAN LORENZO, 
ECUADOR,SUCUA, 
ECUADOR,TAISHA, 
ECUADOR,TARAPOA, 
ECUADOR,TEPRE, 
ECUADOR,TIPUTINI, 
ECUADOR,TULCAN, 
EGYPT,ABU KIR, 
EGYPT,ABU RUDEIS, 
EGYPT,ABU SIMBEL, 
EGYPT,ABU ZENIMA, 
EGYPT,ADABIYA, 
EGYPT,AIN SUKHNA, 
EGYPT,AL ARISH, 
EGYPT,AL QUSAYR, 
EGYPT,ASSIUT, 
EGYPT,ASWAN, 
EGYPT,BORG EL ARAB, 
EGYPT,CAIRO, 
EGYPT,DAKHLA OASIS, 
EGYPT,DAMIETTA, 
EGYPT,EL DEKHEILA, 
EGYPT,EL MINYA, 
EGYPT,EL SOKHNA, 
EGYPT,EL SUWEIS (= SUEZ), 
EGYPT,FANARA, 
EGYPT,FAYID, 
EGYPT,GEISUM TERMINAL, 
EGYPT,HALAIB, 
EGYPT,HAMRAWEIN, 
EGYPT,HURGHADA, 
EGYPT,Iskandariya (Alexandria), 
EGYPT,ISMAILIA, 
EGYPT,KHARGA, 
EGYPT,KOSSEIR, 
EGYPT,LUXOR, 
EGYPT,MARSA ALAM INT. AIRPORT, 
EGYPT,MERSA EL HAMRA, 
EGYPT,MERSA MATRUH, 
EGYPT,PORT IBRAHIM, 
EGYPT,PORT SAID, 
EGYPT,PORT SAID EAST, 
EGYPT,PORT TEWFIK, 
EGYPT,RAMADAN, 
EGYPT,RAS EL NAQB, 
EGYPT,RAS GHARIB, 
EGYPT,RAS SHUKHEIR, 
EGYPT,SAFAGA, 
EGYPT,SANTA KATARINA, 
EGYPT,SHARK ELOWAINAT, 
EGYPT,SHARM EL SHEIKH, 
EGYPT,SIDI BARANI, 
EGYPT,SIDI BARRANI, 
EGYPT,SIWA, 
EGYPT,TABA, 
EGYPT,TOUR SINAI CITY, 
EGYPT,WADI FEIRAN, 
EL SALVADOR,ACAJUTLA, 
EL SALVADOR,BANI, 
EL SALVADOR,BARAHONA, 
EL SALVADOR,BOCA CHICA, 
EL SALVADOR,CABO JOJO, 
EL SALVADOR,LA LIBERTAD, 
EL SALVADOR,LA ROMANA, 
EL SALVADOR,LA UNION, 
EL SALVADOR,MANZANILLO, 
EL SALVADOR,PALENQUE, 
EL SALVADOR,PUERTO VIEJO DE AZUA, 
EL SALVADOR,SABANA, 
EL SALVADOR,SAN PEDRO DE MARCORIS, 
EL SALVADOR,SAN SALVADOR, 
EL SALVADOR,SANCHEZ, 
EL SALVADOR,SANTO DOMINGO, 
EL SALVADOR,SANTO TOMAS DE CASTILLA, 
EL SALVADOR,SI FRANCISCO MACOROS, 
EQUATORIAL GUINEA,BATA, 
EQUATORIAL GUINEA,BUTUKU-LUBA, 
EQUATORIAL GUINEA,COGO, 
EQUATORIAL GUINEA,LUBA, 
EQUATORIAL GUINEA,MALABO, 
ERITREA,ASMARA, 
ERITREA,ASSAB, 
ERITREA,MASSAWA, 
ERITREA,TESSENEI, 
ESTONIA,KARDLA, 
ESTONIA,KURESSAARE, 
ESTONIA,PALDISKI, 
ESTONIA,PÄRNU, 
ESTONIA,TALLINN, 
ESTONIA,TALLINN, 
ESTONIA,TARTU, 
ESWATINI,MANZINI, 
ESWATINI,MBABANE, 
ETHIOPIA,ADDIS ABABA, 
ETHIOPIA,ARBA MINTCH, 
ETHIOPIA,ASELA, 
ETHIOPIA,ASOSA, 
ETHIOPIA,AWAREH, 
ETHIOPIA,AWASSA, 
ETHIOPIA,AXUM, 
ETHIOPIA,BAHAR DAR, 
ETHIOPIA,BEICA, 
ETHIOPIA,BULCHI, 
ETHIOPIA,BUNO BEDELLE, 
ETHIOPIA,CHAGNI, 
ETHIOPIA,DEBRA MARCOS, 
ETHIOPIA,DEBRA TABOR, 
ETHIOPIA,DEGAHBUR, 
ETHIOPIA,DEMBIDOLLO, 
ETHIOPIA,DESSIE, 
ETHIOPIA,DIRE DAWA, 
ETHIOPIA,FINCHA, 
ETHIOPIA,GAMBELA, 
ETHIOPIA,GELADI, 
ETHIOPIA,GENDA WUHA, 
ETHIOPIA,GHIMBI, 
ETHIOPIA,GHINNIR, 
ETHIOPIA,GOBA, 
ETHIOPIA,GODE/IDDIDOLE, 
ETHIOPIA,GONDAR, 
ETHIOPIA,GORE, 
ETHIOPIA,HUMERA, 
ETHIOPIA,INDASELASSIE, 
ETHIOPIA,JIJIGA, 
ETHIOPIA,JIMMA, 
ETHIOPIA,JINKA, 
ETHIOPIA,KABRI DAR, 
ETHIOPIA,KELAFO/CALLAF, 
ETHIOPIA,LALIBELA, 
ETHIOPIA,MAKALE, 
ETHIOPIA,MEKANE SELAM, 
ETHIOPIA,MENA, 
ETHIOPIA,MENDI, 
ETHIOPIA,MISRAK GASHAMO, 
ETHIOPIA,MIZAN TEFERI, 
ETHIOPIA,MOTA, 
ETHIOPIA,MOYALE, 
ETHIOPIA,MUI, 
ETHIOPIA,NEGHELLI, 
ETHIOPIA,NEJJO, 
ETHIOPIA,NEKEMT, 
ETHIOPIA,PAWI, 
ETHIOPIA,SEMERA, 
ETHIOPIA,SHAKISO, 
ETHIOPIA,SHEHDI, 
ETHIOPIA,SHILLAVO, 
ETHIOPIA,SODDU, 
ETHIOPIA,TIPPI, 
ETHIOPIA,TUM, 
ETHIOPIA,WACA, 
ETHIOPIA,WARDER, 
FALKLAND ISLANDS (MALVINAS),FOX BAY, 
FALKLAND ISLANDS (MALVINAS),MOUNT PLEASANT, 
FALKLAND ISLANDS (MALVINAS),PORT STANLEY, 
FAROE ISLANDS, KOLLAFJÖRDUR, 
FAROE ISLANDS,FAROE ISLANDS, 
FAROE ISLANDS,FUGLAFIRDI (FUGLEFJORD), 
FAROE ISLANDS,HUSEVIG, 
FAROE ISLANDS,KLAKSVIK, 
FAROE ISLANDS,LOPRA, 
FAROE ISLANDS,SOLMUNDEFJORD, 
FAROE ISLANDS,SORVAGUR, 
FAROE ISLANDS,THORSHAVN, 
FAROE ISLANDS,TVORØYRI, 
FAROE ISLANDS,VADAIR, 
FAROE ISLANDS,VESTMANHAVN, 
FIJI,BA, 
FIJI,BLUE LAGOON, 
FIJI,BUA, 
FIJI,BURETA, 
FIJI,CASTAWAY, 
FIJI,CICIA, 
FIJI,ELLINGTON, 
FIJI,KANDAVU, 
FIJI,KORO ISLAND, 
FIJI,KOROLEVU, 
FIJI,LABASA, 
FIJI,LAKEBA, 
FIJI,LAUCALA ISLAND, 
FIJI,LAUTOKA, 
FIJI,MALAU (LABASA), 
FIJI,MALOLOLAILAI, 
FIJI,MANA ISLAND, 
FIJI,MOALA, 
FIJI,MOMI, 
FIJI,NADI, 
FIJI,NAMBOUWALU, 
FIJI,NATADOLA, 
FIJI,NGAU ISLAND, 
FIJI,ONO I LAU, 
FIJI,PACIFIC HARBOR, 
FIJI,RABI, 
FIJI,ROTUMA ISLAND, 
FIJI,SAQANI, 
FIJI,SAVUSAVU, 
FIJI,SINGATOKA, 
FIJI,SUVA, 
FIJI,TAVEUNI, 
FIJI,TURTLE ISLAND, 
FIJI,VANUABALAVU, 
FIJI,VATIA, 
FIJI,VATUKOULA, 
FIJI,VATULELE, 
FIJI,VUDA, 
FIJI,WAKAYA ISLAND, 
FIJI,YASAWA ISLAND, 
FINLAND,BRAHESTAD (RAAHE), 
FINLAND,BRÄNDÖ, 
FINLAND,DALSBRUK (TAALINTEHDAS), 
FINLAND,DRAGSFJÄRD, 
FINLAND,ECKERÖ, 
FINLAND,EKENÄS (TAMMISAARI), 
FINLAND,ENONKOSKI, 
FINLAND,ENONTEKIO, 
FINLAND,ESBO (ESPOO), 
FINLAND,EURAÅMINNE (EURAJOKI), 
FINLAND,FÄRJSUND, 
FINLAND,FÖGLÖ, 
FINLAND,FÖRBY, 
FINLAND,FREDRIKSHAMN (HAMINA), 
FINLAND,FREDRIKSHAMN (HAMINA), 
FINLAND,GODBY, 
FINLAND,GUSTAVS (KUSTAVI), 
FINLAND,HANGÖ (HANKO), 
FINLAND,HAUKIPUDAS, 
FINLAND,HELSINKI, 
FINLAND,HELSINKI, 
FINLAND,HOUTSKÄR (HOUTSKARI), 
FINLAND,HYVINKAA, 
FINLAND,IDENSALMI  (IISALMI), 
FINLAND,IMATRA, 
FINLAND,INIÖ, 
FINLAND,ISNÄS, 
FINLAND,IVALO, 
FINLAND,JACOBSTAD (PIETARSAARI), 
FINLAND,JOENSUU, 
FINLAND,JOUTSENO, 
FINLAND,JYVASKYLA, 
FINLAND,KAJAANI, 
FINLAND,KALAJOKI, 
FINLAND,KANTVIK, 
FINLAND,KASKINEN (KASKÖ), 
FINLAND,KAUHAJOKI, 
FINLAND,KAUHAVA, 
FINLAND,KEMI/TORNIO, 
FINLAND,KEMIÖ (KIMITO), 
FINLAND,KILPILAHTI (SKÖLDVIK), 
FINLAND,KITEE, 
FINLAND,KITTILA, 
FINLAND,KÖKAR, 
FINLAND,KOKKOLA/PIETARSAARI, 
FINLAND,KORPO (KORPPOO), 
FINLAND,KOTKA, 
FINLAND,KOUVOLA, 
FINLAND,KOVERHAARA (KOVERHAR), 
FINLAND,KRONVIK, 
FINLAND,KUMLINGE, 
FINLAND,KUOPIO, 
FINLAND,KUOREVESI, 
FINLAND,KUUSAMO, 
FINLAND,LÅNGNÄS, 
FINLAND,LAPPEENRANTA, 
FINLAND,LAPPOHJA (LAPPVIK), 
FINLAND,LOVIISA (LOVISA), 
FINLAND,LOVIISA (LOVISA), 
FINLAND,LUVIA, 
FINLAND,MAANINKA, 
FINLAND,MÄNTYLUOTO , 
FINLAND,MARIEHAMN, 
FINLAND,MERIKARVIA (SASTMOLA), 
FINLAND,MIKKELI, 
FINLAND,MUSTOLA, 
FINLAND,NAANTALI (NÅDENDAL), 
FINLAND,NAGU (NAUVO), 
FINLAND,NIIRALA, 
FINLAND,NURMES, 
FINLAND,NYKARLEBY (UUSIKAARLEPYY), 
FINLAND,NYSTAD (UUSIKAUPUNKI), 
FINLAND,OULU, 
FINLAND,PARAINEN (PARGAS), 
FINLAND,PERNÅ (PERNAJA), 
FINLAND,POHJANKURU (SKURU), 
FINLAND,PORI, 
FINLAND,PUUMALA, 
FINLAND,RAUMA (RAUMO), 
FINLAND,RAUTARUUKKI/RAAHE, 
FINLAND,RIMITO (RYMÄTTYLÄ), 
FINLAND,RISTIINA, 
FINLAND,ROVANIEMI, 
FINLAND,RUOTSINPYHTÄÄ (STRÖMFORS), 
FINLAND,SALO, 
FINLAND,SALO, 
FINLAND,SAVONLINNA, 
FINLAND,SEINAJOKI, 
FINLAND,SIBBO (SIPOO), 
FINLAND,SIILINJÄRVI, 
FINLAND,SKOGBY, 
FINLAND,SODANKYLA, 
FINLAND,STRÖMMA, 
FINLAND,SUOMENLINNA (SVEABORG), 
FINLAND,TAIVASSALO (TÖVSALA), 
FINLAND,TAMPERE, 
FINLAND,TEIJO, 
FINLAND,TOLKIS (TOLKKINEN), 
FINLAND,TORNEÅ (TORNIO), 
FINLAND,TURKU, 
FINLAND,UIMAHARJU, 
FINLAND,VAASA, 
FINLAND,VALKO (VALKOM), 
FINLAND,VARKAUS, 
FINLAND,VARTIUS, 
FINLAND,VELKUA, 
FINLAND,YLIVIESKA, 
FRANCE,ABBEVILLE, 
FRANCE,ABBEVILLE, 
FRANCE,AGEN, 
FRANCE,AIX EN PROVENCE, 
FRANCE,AJACCIO, 
FRANCE,ALBI, 
FRANCE,ALPE D'HUEZ, 
FRANCE,AMIENS, 
FRANCE,AMIENS, 
FRANCE,ANGERS, 
FRANCE,ANGOULEME, 
FRANCE,ANNECY, 
FRANCE,ANTIBES, 
FRANCE,ANTIBES, 
FRANCE,ARCACHON, 
FRANCE,ARCACHON, 
FRANCE,ARRAS, 
FRANCE,ARRAS, 
FRANCE,AUBAGNE, 
FRANCE,AUBENAS, 
FRANCE,AUDIERNE, 
FRANCE,AURILLAC, 
FRANCE,AUXERRE, 
FRANCE,AVIGNON, 
FRANCE,AVORIAZ, 
FRANCE,BAR LE DUC, 
FRANCE,BARCELONNETTE, 
FRANCE,BASSE-INDRE, 
FRANCE,BASSENS, 
FRANCE,BASTIA, 
FRANCE,BAYONNE, 
FRANCE,BAYONNE, 
FRANCE,BEC D'AMBÈS, 
FRANCE,BELFORT, 
FRANCE,BERGERAC, 
FRANCE,BERRE, 
FRANCE,BERVILLE, 
FRANCE,BESANCON, 
FRANCE,BESANCON, 
FRANCE,BÉTHUNE, 
FRANCE,BÉTHUNE, 
FRANCE,BEZIERS, 
FRANCE,BIARRITZ, 
FRANCE,BLAYE, 
FRANCE,BONIFACIO, 
FRANCE,BONSECOURS, 
FRANCE,BORDEAUX, 
FRANCE,BORDEAUX, 
FRANCE,BOULOGNE SUR MER, 
FRANCE,BOULOGNE SUR MER, 
FRANCE,BOURGES, 
FRANCE,BREST, 
FRANCE,BRIVE-LA-GAILLARDE, 
FRANCE,CAEN, 
FRANCE,CAHORS, 
FRANCE,CALAIS, 
FRANCE,CALVI, 
FRANCE,CAMARET-SUR-MER, 
FRANCE,CANNES, 
FRANCE,CANNES, 
FRANCE,CANNES/CROISETTE HELIPORT, 
FRANCE,CARCASSONNE, 
FRANCE,CARTERET, 
FRANCE,CASTRES, 
FRANCE,CHALON SUR SAÔNE, 
FRANCE,CHALON SUR SAÔNE, 
FRANCE,CHÂLONS SUR MARNE, 
FRANCE,CHÂLONS SUR MARNE, 
FRANCE,CHAMBERY, 
FRANCE,CHARLEVILLE MÉZIÈRES, 
FRANCE,CHARLEVILLE MÉZIÈRES, 
FRANCE,CHATEAUROUX, 
FRANCE,CHAUMONT, 
FRANCE,CHAUMONT, 
FRANCE,CHERBOURG, 
FRANCE,CHOLET, 
FRANCE,CLERMONT-FERRAND, 
FRANCE,COGNAC, 
FRANCE,COLMAR, 
FRANCE,COMPIÈGNE, 
FRANCE,COMPIÈGNE, 
FRANCE,CONCARNEAU, 
FRANCE,COURCHEVEL, 
FRANCE,CRECY SUR SERRE, 
FRANCE,CRÉHEN-LE GUILDO, 
FRANCE,CREIL, 
FRANCE,CREIL, 
FRANCE,CRÉPY EN VALOIS, 
FRANCE,DEAUVILLE, 
FRANCE,DEUX ALPES, 
FRANCE,DIEPPE, 
FRANCE,DIJON, 
FRANCE,DINARD, 
FRANCE,DOLE, 
FRANCE,DONGES, 
FRANCE,DOUARNENEZ, 
FRANCE,DUNKERQUE, 
FRANCE,DUNKERQUE, 
FRANCE,EPINAL, 
FRANCE,ETANG DE BERRE, 
FRANCE,EVREUX, 
FRANCE,EVRY, 
FRANCE,EVRY, 
FRANCE,FÉCAMP, 
FRANCE,FEYZIN, 
FRANCE,FIGARI, 
FRANCE,FOS SUR MER, 
FRANCE,FREJUS, 
